image_id,file,split,individual_id,ground_truth_species,original_organ_category,original_organ_detail,original_subview,normalized_organ
baskauf/10805,baskauf_10805.jpg,train,vanderbilt/6-117,Tsuga canadensis,cone,cone,female - closed,cone
baskauf/10515,baskauf_10515.jpg,train,vanderbilt/6-117,Tsuga canadensis,cone,cone,female - receptive,cone
baskauf/10516,baskauf_10516.jpg,train,vanderbilt/6-117,Tsuga canadensis,cone,cone,female - receptive,cone
baskauf/10536,baskauf_10536.jpg,train,vanderbilt/6-117,Tsuga canadensis,cone,cone,male,cone
baskauf/15626,baskauf_15626.jpg,train,vanderbilt/6-117,Tsuga canadensis,twig,twig,showing attachment of needles,twig
baskauf/10485,baskauf_10485.jpg,train,vanderbilt/6-139,Tsuga canadensis,cone,cone,female - mature open,cone
baskauf/11394,baskauf_11394.jpg,validation,ind-baskauf/11392,Tsuga canadensis,leaf,leaf,showing orientation on twig,leaf
baskauf/11392,baskauf_11392.jpg,validation,ind-baskauf/11392,Tsuga canadensis,whole tree,whole tree,general,whole plant
baskauf/11490,baskauf_11490.jpg,train,ind-baskauf/11490,Tsuga canadensis,whole tree,whole tree,general,whole plant
baskauf/91062,baskauf_91062.jpg,train,vanderbilt/6-144,Tsuga canadensis,whole tree,whole tree,general,whole plant
baskauf/11495,baskauf_11495.jpg,train,ind-baskauf/11495,Tsuga canadensis,whole tree,whole tree,view up trunk,whole plant
baskauf/11497,baskauf_11497.jpg,train,ind-baskauf/11497,Tsuga canadensis,whole tree,whole tree,view up trunk,whole plant
baskauf/10462,baskauf_10462.jpg,train,ind-baskauf/10462,Platanus occidentalis,bark,bark,of a large tree,bark
baskauf/10464,baskauf_10464.jpg,train,ind-baskauf/10462,Platanus occidentalis,fruit,fruit,as borne on the plant,fruit
baskauf/10463,baskauf_10463.jpg,train,ind-baskauf/10462,Platanus occidentalis,fruit,fruit,section or open,fruit
baskauf/89955,baskauf_89955.jpg,test,vanderbilt/11-283,Platanus occidentalis,bark,bark,of a large tree,bark
baskauf/90872,baskauf_90872.jpg,test,vanderbilt/11-283,Platanus occidentalis,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90874,baskauf_90874.jpg,test,vanderbilt/11-283,Platanus occidentalis,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/89954,baskauf_89954.jpg,test,vanderbilt/11-283,Platanus occidentalis,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/89960a,baskauf_89960a.jpg,test,vanderbilt/11-283,Platanus occidentalis,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/89963,baskauf_89963.jpg,test,vanderbilt/11-283,Platanus occidentalis,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/19402,baskauf_19402.jpg,validation,vanderbilt/12-90,Platanus occidentalis,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/11125,baskauf_11125.jpg,validation,vanderbilt/12-90,Platanus occidentalis,inflorescence,inflorescence,whole - female,inflorescence
baskauf/11127,baskauf_11127.jpg,validation,vanderbilt/12-90,Platanus occidentalis,inflorescence,inflorescence,whole - female,inflorescence
baskauf/19392,baskauf_19392.jpg,validation,vanderbilt/12-90,Platanus occidentalis,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/11124,baskauf_11124.jpg,validation,vanderbilt/12-90,Platanus occidentalis,leaf,leaf,whole upper surface,leaf
baskauf/91123,baskauf_91123.jpg,validation,vanderbilt/12-90,Platanus occidentalis,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/16835,baskauf_16835.jpg,train,ind-baskauf/16835,Platanus occidentalis,fruit,fruit,as borne on the plant,fruit
baskauf/15364,baskauf_15364.jpg,train,ind-baskauf/15358,Platanus occidentalis,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15358,baskauf_15358.jpg,train,ind-baskauf/15358,Platanus occidentalis,leaf,leaf,whole upper surface,leaf
baskauf/15360,baskauf_15360.jpg,train,ind-baskauf/15358,Platanus occidentalis,twig,twig,orientation of petioles,twig
baskauf/15363,baskauf_15363.jpg,train,ind-baskauf/15358,Platanus occidentalis,twig,twig,orientation of petioles,twig
baskauf/15370,baskauf_15370.jpg,train,ind-baskauf/15358,Platanus occidentalis,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/15367,baskauf_15367.jpg,train,ind-baskauf/15358,Platanus occidentalis,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/29666,baskauf_29666.jpg,train,vanderbilt/7-205,Platanus occidentalis,leaf,leaf,whole upper surface,leaf
baskauf/90911,baskauf_90911.jpg,train,vanderbilt/7-205,Platanus occidentalis,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/89394,baskauf_89394.jpg,train,vanderbilt/7-205,Platanus occidentalis,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/39162,baskauf_39162.jpg,train,ind-baskauf/39130,Platanus occidentalis,twig,twig,close-up winter leaf scar/bud,twig
baskauf/39134,baskauf_39134.jpg,train,ind-baskauf/39130,Platanus occidentalis,twig,twig,close-up winter terminal bud,twig
baskauf/39142,baskauf_39142.jpg,train,ind-baskauf/39130,Platanus occidentalis,twig,twig,close-up winter terminal bud,twig
baskauf/39152,baskauf_39152.jpg,train,ind-baskauf/39130,Platanus occidentalis,twig,twig,close-up winter terminal bud,twig
baskauf/15129,baskauf_15129.jpg,train,ind-baskauf/15129,Platanus occidentalis,twig,twig,orientation of petioles,twig
baskauf/17313,baskauf_17313.jpg,train,ind-baskauf/15129,Platanus occidentalis,twig,twig,winter overall,twig
baskauf/17316,baskauf_17316.jpg,train,ind-baskauf/15129,Platanus occidentalis,twig,twig,winter overall,twig
baskauf/10336,baskauf_10336.jpg,train,ind-baskauf/10336,Platanus occidentalis,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/10338,baskauf_10338.jpg,train,ind-baskauf/10338,Platanus occidentalis,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/22595,baskauf_22595.jpg,train,ind-baskauf/18967,Amelanchier arborea,bark,bark,of a medium tree or large branch,bark
baskauf/18969,baskauf_18969.jpg,train,ind-baskauf/18967,Amelanchier arborea,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/18976,baskauf_18976.jpg,train,ind-baskauf/18967,Amelanchier arborea,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/22607,baskauf_22607.jpg,train,ind-baskauf/18967,Amelanchier arborea,fruit,fruit,immature,fruit
baskauf/22601,baskauf_22601.jpg,train,ind-baskauf/18967,Amelanchier arborea,twig,twig,winter overall,twig
baskauf/31411,baskauf_31411.jpg,train,ind-baskauf/31399,Amelanchier arborea,bark,bark,of a medium tree or large branch,bark
baskauf/31418,baskauf_31418.jpg,train,ind-baskauf/31399,Amelanchier arborea,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/31421,baskauf_31421.jpg,train,ind-baskauf/31399,Amelanchier arborea,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/31425,baskauf_31425.jpg,train,ind-baskauf/31399,Amelanchier arborea,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/31404,baskauf_31404.jpg,train,ind-baskauf/31399,Amelanchier arborea,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/31412,baskauf_31412.jpg,train,ind-baskauf/31399,Amelanchier arborea,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/31426,baskauf_31426.jpg,train,ind-baskauf/31399,Amelanchier arborea,twig,twig,close-up winter terminal bud,twig
baskauf/31400,baskauf_31400.jpg,train,ind-baskauf/31399,Amelanchier arborea,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/32481,baskauf_32481.jpg,test,ind-baskauf/32477,Amelanchier arborea,fruit,fruit,as borne on the plant,fruit
baskauf/32478,baskauf_32478.jpg,test,ind-baskauf/32477,Amelanchier arborea,fruit,fruit,immature,fruit
baskauf/32482,baskauf_32482.jpg,test,ind-baskauf/32477,Amelanchier arborea,leaf,leaf,whole upper surface,leaf
baskauf/34159,baskauf_34159.jpg,validation,ind-baskauf/34156,Amelanchier arborea,fruit,fruit,as borne on the plant,fruit
baskauf/34165,baskauf_34165.jpg,validation,ind-baskauf/34156,Amelanchier arborea,fruit,fruit,lateral or general close-up,fruit
baskauf/32123,baskauf_32123.jpg,train,ind-baskauf/32120,Amelanchier arborea,leaf,leaf,whole upper surface,leaf
baskauf/11331,baskauf_11331.jpg,train,ind-baskauf/11331,Prunus serotina,bark,bark,of a large tree,bark
baskauf/12041,baskauf_12041.jpg,validation,ind-baskauf/12041,Prunus serotina,bark,bark,of a large tree,bark
baskauf/12045,baskauf_12045.jpg,validation,ind-baskauf/12041,Prunus serotina,bark,bark,of a large tree,bark
baskauf/12043,baskauf_12043.jpg,validation,ind-baskauf/12041,Prunus serotina,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/11213,baskauf_11213.jpg,train,ind-baskauf/10643,Prunus serotina,bark,bark,of a small tree or small branch,bark
baskauf/10652,baskauf_10652.jpg,train,ind-baskauf/10643,Prunus serotina,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/10651,baskauf_10651.jpg,train,ind-baskauf/10643,Prunus serotina,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/35740,baskauf_35740.jpg,train,ind-baskauf/10643,Prunus serotina,fruit,fruit,as borne on the plant,fruit
baskauf/35743,baskauf_35743.jpg,train,ind-baskauf/10643,Prunus serotina,fruit,fruit,lateral or general close-up,fruit
baskauf/15381,baskauf_15381.jpg,train,ind-baskauf/10643,Prunus serotina,leaf,leaf,margin of upper + lower surface,leaf
baskauf/29787,baskauf_29787.jpg,train,ind-baskauf/10643,Prunus serotina,leaf,leaf,whole upper surface,leaf
baskauf/50473,baskauf_50473.jpg,train,ind-baskauf/10643,Prunus serotina,twig,twig,winter overall,twig
baskauf/50474,baskauf_50474.jpg,train,ind-baskauf/10643,Prunus serotina,twig,twig,winter overall,twig
baskauf/10643,baskauf_10643.jpg,train,ind-baskauf/10643,Prunus serotina,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/11327,baskauf_11327.jpg,train,ind-baskauf/11327,Prunus serotina,bark,bark,of a small tree or small branch,bark
baskauf/11964,baskauf_11964.jpg,test,ind-baskauf/11961,Prunus serotina,fruit,fruit,as borne on the plant,fruit
baskauf/11966,baskauf_11966.jpg,test,ind-baskauf/11961,Prunus serotina,fruit,fruit,immature,fruit
baskauf/11961,baskauf_11961.jpg,test,ind-baskauf/11961,Prunus serotina,leaf,leaf,showing orientation on twig,leaf
baskauf/11962,baskauf_11962.jpg,test,ind-baskauf/11961,Prunus serotina,leaf,leaf,whole upper surface,leaf
baskauf/31920,baskauf_31920.jpg,train,ind-baskauf/31910,Pyrus calleryana,bark,bark,of a large tree,bark
baskauf/31922,baskauf_31922.jpg,train,ind-baskauf/31910,Pyrus calleryana,bark,bark,of a small tree or small branch,bark
baskauf/31911,baskauf_31911.jpg,train,ind-baskauf/31910,Pyrus calleryana,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/31913,baskauf_31913.jpg,train,ind-baskauf/31910,Pyrus calleryana,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/31996,baskauf_31996.jpg,train,ind-baskauf/31910,Pyrus calleryana,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/31981,baskauf_31981.jpg,train,ind-baskauf/31910,Pyrus calleryana,inflorescence,inflorescence,ventral view of flower + perianth,inflorescence
baskauf/31991,baskauf_31991.jpg,train,ind-baskauf/31910,Pyrus calleryana,inflorescence,inflorescence,ventral view of flower + perianth,inflorescence
baskauf/32752,baskauf_32752.jpg,train,ind-baskauf/31910,Pyrus calleryana,inflorescence,inflorescence,ventral view of flower + perianth,inflorescence
baskauf/33644,baskauf_33644.jpg,train,ind-baskauf/31910,Pyrus calleryana,fruit,fruit,immature,fruit
baskauf/35968,baskauf_35968.jpg,train,ind-baskauf/31910,Pyrus calleryana,fruit,fruit,lateral or general close-up,fruit
baskauf/38433,baskauf_38433.jpg,train,ind-baskauf/31910,Pyrus calleryana,fruit,fruit,lateral or general close-up,fruit
baskauf/31980,baskauf_31980.jpg,train,ind-baskauf/31910,Pyrus calleryana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/32748,baskauf_32748.jpg,train,ind-baskauf/31910,Pyrus calleryana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/32764,baskauf_32764.jpg,train,ind-baskauf/31910,Pyrus calleryana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/32629,baskauf_32629.jpg,train,ind-baskauf/31910,Pyrus calleryana,leaf,leaf,showing orientation on twig,leaf
baskauf/31926,baskauf_31926.jpg,train,ind-baskauf/31910,Pyrus calleryana,leaf,leaf,whole upper surface,leaf
baskauf/32631,baskauf_32631.jpg,train,ind-baskauf/31910,Pyrus calleryana,leaf,leaf,whole upper surface,leaf
baskauf/38461,baskauf_38461.jpg,train,ind-baskauf/31910,Pyrus calleryana,seed,seed,general view,seed
baskauf/43578,baskauf_43578.jpg,train,ind-baskauf/31910,Pyrus calleryana,seed,seed,general view,seed
baskauf/31916,baskauf_31916.jpg,train,ind-baskauf/31910,Pyrus calleryana,twig,twig,orientation of petioles,twig
baskauf/31917,baskauf_31917.jpg,train,ind-baskauf/31910,Pyrus calleryana,twig,twig,orientation of petioles,twig
baskauf/32045,baskauf_32045.jpg,train,ind-baskauf/31910,Pyrus calleryana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/31288,baskauf_31288.jpg,validation,ind-baskauf/31257,Pyrus calleryana,bark,bark,of a medium tree or large branch,bark
baskauf/31282,baskauf_31282.jpg,validation,ind-baskauf/31257,Pyrus calleryana,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/31312,baskauf_31312.jpg,validation,ind-baskauf/31257,Pyrus calleryana,inflorescence,inflorescence,ventral view of flower + perianth,inflorescence
baskauf/31314,baskauf_31314.jpg,validation,ind-baskauf/31257,Pyrus calleryana,inflorescence,inflorescence,ventral view of flower + perianth,inflorescence
baskauf/38700,baskauf_38700.jpg,validation,ind-baskauf/31257,Pyrus calleryana,fruit,fruit,as borne on the plant,fruit
baskauf/32633,baskauf_32633.jpg,validation,ind-baskauf/31257,Pyrus calleryana,fruit,fruit,immature,fruit
baskauf/37883,baskauf_37883.jpg,validation,ind-baskauf/31257,Pyrus calleryana,fruit,fruit,immature,fruit
baskauf/37886,baskauf_37886.jpg,validation,ind-baskauf/31257,Pyrus calleryana,fruit,fruit,immature,fruit
baskauf/38441,baskauf_38441.jpg,validation,ind-baskauf/31257,Pyrus calleryana,fruit,fruit,immature,fruit
baskauf/38698,baskauf_38698.jpg,validation,ind-baskauf/31257,Pyrus calleryana,fruit,fruit,lateral or general close-up,fruit
baskauf/38731,baskauf_38731.jpg,validation,ind-baskauf/31257,Pyrus calleryana,fruit,fruit,section or open,fruit
baskauf/31778,baskauf_31778.jpg,validation,ind-baskauf/31257,Pyrus calleryana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/31780,baskauf_31780.jpg,validation,ind-baskauf/31257,Pyrus calleryana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/31775,baskauf_31775.jpg,validation,ind-baskauf/31257,Pyrus calleryana,leaf,leaf,whole upper surface,leaf
baskauf/32634,baskauf_32634.jpg,validation,ind-baskauf/31257,Pyrus calleryana,leaf,leaf,whole upper surface,leaf
baskauf/31283,baskauf_31283.jpg,validation,ind-baskauf/31257,Pyrus calleryana,twig,twig,winter overall,twig
baskauf/31285,baskauf_31285.jpg,validation,ind-baskauf/31257,Pyrus calleryana,twig,twig,winter overall,twig
baskauf/31291,baskauf_31291.jpg,validation,ind-baskauf/31257,Pyrus calleryana,twig,twig,winter overall,twig
baskauf/31257,baskauf_31257.jpg,validation,ind-baskauf/31257,Pyrus calleryana,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/32768,baskauf_32768.jpg,test,ind-baskauf/32766,Pyrus calleryana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/32770,baskauf_32770.jpg,test,ind-baskauf/32766,Pyrus calleryana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15010,baskauf_15010.jpg,train,ind-baskauf/15003,Sorbus americana,bark,bark,of a medium tree or large branch,bark
baskauf/15003,baskauf_15003.jpg,train,ind-baskauf/15003,Sorbus americana,fruit,fruit,as borne on the plant,fruit
baskauf/15008,baskauf_15008.jpg,train,ind-baskauf/15003,Sorbus americana,fruit,fruit,as borne on the plant,fruit
baskauf/15007,baskauf_15007.jpg,train,ind-baskauf/15003,Sorbus americana,leaf,leaf,showing orientation on twig,leaf
baskauf/15009,baskauf_15009.jpg,train,ind-baskauf/15003,Sorbus americana,leaf,leaf,unspecified,leaf
baskauf/15006,baskauf_15006.jpg,train,ind-baskauf/15003,Sorbus americana,leaf,leaf,whole upper surface,leaf
baskauf/15011,baskauf_15011.jpg,train,ind-baskauf/15003,Sorbus americana,twig,twig,orientation of petioles,twig
baskauf/15013,baskauf_15013.jpg,train,ind-baskauf/15003,Sorbus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/49330,baskauf_49330.jpg,validation,ind-baskauf/49326,Sorbus americana,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/49332,baskauf_49332.jpg,validation,ind-baskauf/49326,Sorbus americana,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/49334,baskauf_49334.jpg,validation,ind-baskauf/49326,Sorbus americana,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/49326,baskauf_49326.jpg,validation,ind-baskauf/49326,Sorbus americana,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/49341,baskauf_49341.jpg,test,ind-baskauf/49335,Sorbus americana,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/49344,baskauf_49344.jpg,test,ind-baskauf/49335,Sorbus americana,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/49339,baskauf_49339.jpg,test,ind-baskauf/49335,Sorbus americana,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/49335,baskauf_49335.jpg,test,ind-baskauf/49335,Sorbus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/49300,baskauf_49300.jpg,train,ind-baskauf/49296,Sorbus americana,inflorescence,inflorescence,unspecified,inflorescence
baskauf/49296,baskauf_49296.jpg,train,ind-baskauf/49296,Sorbus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/15049,baskauf_15049.jpg,train,ind-baskauf/15049,Sorbus americana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/28672,baskauf_28672.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,bark,bark,of a medium tree or large branch,bark
baskauf/15737,baskauf_15737.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,bark,bark,of a small tree or small branch,bark
baskauf/28652,baskauf_28652.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/28666,baskauf_28666.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/28649,baskauf_28649.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/28670,baskauf_28670.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/15734,baskauf_15734.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,fruit,fruit,as borne on the plant,fruit
baskauf/15756,baskauf_15756.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,fruit,fruit,lateral or general close-up,fruit
baskauf/15748,baskauf_15748.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15745,baskauf_15745.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,leaf,leaf,whole upper surface,leaf
baskauf/15742,baskauf_15742.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,twig,twig,orientation of petioles,twig
baskauf/15750,baskauf_15750.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,twig,twig,orientation of petioles,twig
baskauf/28656,baskauf_28656.jpg,train,ind-baskauf/15734,Cephalanthus occidentalis,whole tree (or vine),whole tree (or vine),general,whole plant
thomas/0440-04-02,thomas_0440-04-02.jpg,train,thomas/0440-04,Cephalanthus occidentalis,bark,bark,of a small tree or small branch,bark
thomas/0440-04-06,thomas_0440-04-06.jpg,train,thomas/0440-04,Cephalanthus occidentalis,inflorescence,inflorescence,lateral view of flower,inflorescence
thomas/0440-04-07,thomas_0440-04-07.jpg,train,thomas/0440-04,Cephalanthus occidentalis,inflorescence,inflorescence,whole - unspecified,inflorescence
thomas/0440-04-05,thomas_0440-04-05.jpg,train,thomas/0440-04,Cephalanthus occidentalis,leaf,leaf,showing orientation on twig,leaf
thomas/0440-04-03,thomas_0440-04-03.jpg,train,thomas/0440-04,Cephalanthus occidentalis,leaf,leaf,unspecified,leaf
thomas/0440-04-01,thomas_0440-04-01.jpg,train,thomas/0440-04,Cephalanthus occidentalis,twig,twig,orientation of petioles,twig
thomas/0440-04-04,thomas_0440-04-04.jpg,train,thomas/0440-04,Cephalanthus occidentalis,whole tree (or vine),whole tree (or vine),general,whole plant
thomas/0104-01-02,thomas_0104-01-02.jpg,test,thomas/0104-01,Cephalanthus occidentalis,inflorescence,inflorescence,close-up of flower interior,inflorescence
thomas/0104-01-03,thomas_0104-01-03.jpg,test,thomas/0104-01,Cephalanthus occidentalis,inflorescence,inflorescence,frontal view of flower,inflorescence
thomas/0104-01-01,thomas_0104-01-01.jpg,test,thomas/0104-01,Cephalanthus occidentalis,inflorescence,inflorescence,whole - unspecified,inflorescence
thomas/0104-01-04,thomas_0104-01-04.jpg,test,thomas/0104-01,Cephalanthus occidentalis,leaf,leaf,whole upper surface,leaf
baskauf/37494,baskauf_37494.jpg,validation,ind-baskauf/37493,Cephalanthus occidentalis,fruit,fruit,as borne on the plant,fruit
baskauf/35731,baskauf_35731.jpg,train,ind-baskauf/35706,Zanthoxylum americanum,bark,bark,of a small tree or small branch,bark
baskauf/35725,baskauf_35725.jpg,train,ind-baskauf/35706,Zanthoxylum americanum,leaf,leaf,margin of upper + lower surface,leaf
baskauf/35716,baskauf_35716.jpg,train,ind-baskauf/35706,Zanthoxylum americanum,leaf,leaf,showing orientation on twig,leaf
baskauf/35726,baskauf_35726.jpg,train,ind-baskauf/35706,Zanthoxylum americanum,leaf,leaf,unspecified,leaf
baskauf/35728,baskauf_35728.jpg,train,ind-baskauf/35706,Zanthoxylum americanum,leaf,leaf,unspecified,leaf
baskauf/35720,baskauf_35720.jpg,train,ind-baskauf/35706,Zanthoxylum americanum,leaf,leaf,whole upper surface,leaf
baskauf/35729,baskauf_35729.jpg,train,ind-baskauf/35706,Zanthoxylum americanum,twig,twig,orientation of petioles,twig
baskauf/35713,baskauf_35713.jpg,train,ind-baskauf/35706,Zanthoxylum americanum,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/51813,baskauf_51813.jpg,test,ind-baskauf/51813,Zanthoxylum americanum,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/51815,baskauf_51815.jpg,test,ind-baskauf/51813,Zanthoxylum americanum,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/51814,baskauf_51814.jpg,test,ind-baskauf/51813,Zanthoxylum americanum,inflorescence,inflorescence,whole - female,inflorescence
baskauf/51816,baskauf_51816.jpg,test,ind-baskauf/51813,Zanthoxylum americanum,twig,twig,orientation of petioles,twig
baskauf/54535,baskauf_54535.jpg,validation,ind-baskauf/54533,Zanthoxylum americanum,fruit,fruit,lateral or general close-up,fruit
baskauf/54536,baskauf_54536.jpg,validation,ind-baskauf/54533,Zanthoxylum americanum,fruit,fruit,lateral or general close-up,fruit
baskauf/54538,baskauf_54538.jpg,validation,ind-baskauf/54533,Zanthoxylum americanum,fruit,fruit,lateral or general close-up,fruit
baskauf/54534,baskauf_54534.jpg,validation,ind-baskauf/54533,Zanthoxylum americanum,twig,twig,orientation of petioles,twig
baskauf/54556,baskauf_54556.jpg,validation,ind-baskauf/54533,Zanthoxylum americanum,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/11066,baskauf_11066.jpg,test,ind-baskauf/11064,Populus deltoides,bark,bark,of a large tree,bark
baskauf/11064,baskauf_11064.jpg,test,ind-baskauf/11064,Populus deltoides,fruit,fruit,as borne on the plant,fruit
baskauf/11070,baskauf_11070.jpg,test,ind-baskauf/11064,Populus deltoides,leaf,leaf,whole upper surface,leaf
baskauf/31457,baskauf_31457.jpg,validation,ind-baskauf/31457,Populus deltoides,inflorescence,inflorescence,whole - female,inflorescence
baskauf/31459,baskauf_31459.jpg,validation,ind-baskauf/31457,Populus deltoides,inflorescence,inflorescence,whole - female,inflorescence
baskauf/31462,baskauf_31462.jpg,validation,ind-baskauf/31457,Populus deltoides,inflorescence,inflorescence,whole - female,inflorescence
baskauf/31433,baskauf_31433.jpg,train,ind-baskauf/31433,Populus deltoides,inflorescence,inflorescence,whole - male,inflorescence
baskauf/31447,baskauf_31447.jpg,train,ind-baskauf/31433,Populus deltoides,inflorescence,inflorescence,whole - male,inflorescence
baskauf/31453,baskauf_31453.jpg,train,ind-baskauf/31433,Populus deltoides,inflorescence,inflorescence,whole - male,inflorescence
baskauf/31468,baskauf_31468.jpg,train,ind-baskauf/31433,Populus deltoides,inflorescence,inflorescence,whole - male,inflorescence
baskauf/11054,baskauf_11054.jpg,train,ind-baskauf/11053,Populus deltoides,fruit,fruit,as borne on the plant,fruit
baskauf/11053,baskauf_11053.jpg,train,ind-baskauf/11053,Populus deltoides,fruit,fruit,section or open,fruit
baskauf/15343,baskauf_15343.jpg,train,ind-baskauf/15335,Populus deltoides,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15339,baskauf_15339.jpg,train,ind-baskauf/15335,Populus deltoides,leaf,leaf,whole upper surface,leaf
baskauf/15347,baskauf_15347.jpg,train,ind-baskauf/15335,Populus deltoides,twig,twig,close-up winter leaf scar/bud,twig
baskauf/15346,baskauf_15346.jpg,train,ind-baskauf/15335,Populus deltoides,twig,twig,orientation of petioles,twig
baskauf/15335,baskauf_15335.jpg,train,ind-baskauf/15335,Populus deltoides,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90802,baskauf_90802.jpg,train,vanderbilt/8-103,Populus deltoides,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90804,baskauf_90804.jpg,train,vanderbilt/8-103,Populus deltoides,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/13977,baskauf_13977.jpg,train,ind-baskauf/13977,Populus tremuloides,bark,bark,of a medium tree or large branch,bark
baskauf/13981,baskauf_13981.jpg,train,ind-baskauf/13977,Populus tremuloides,leaf,leaf,showing orientation on twig,leaf
baskauf/13980,baskauf_13980.jpg,train,ind-baskauf/13977,Populus tremuloides,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/14027,baskauf_14027.jpg,train,ind-baskauf/14024,Populus tremuloides,leaf,leaf,margin of upper + lower surface,leaf
baskauf/14024,baskauf_14024.jpg,train,ind-baskauf/14024,Populus tremuloides,leaf,leaf,whole upper surface,leaf
baskauf/14031,baskauf_14031.jpg,train,ind-baskauf/14024,Populus tremuloides,leaf,leaf,whole upper surface,leaf
baskauf/14029,baskauf_14029.jpg,train,ind-baskauf/14024,Populus tremuloides,twig,twig,orientation of petioles,twig
baskauf/14034,baskauf_14034.jpg,train,ind-baskauf/14024,Populus tremuloides,twig,twig,orientation of petioles,twig
baskauf/13975,baskauf_13975.jpg,validation,ind-baskauf/13975,Populus tremuloides,whole tree (or vine),whole tree (or vine),general,whole plant
