representation,query_image_id,query_species,query_organ,scope,rank,neighbor_image_id,neighbor_species,neighbor_organ,neighbor_split,same_species,same_genus,same_observation,cosine_similarity
dinov3,kirchoff/em2354,Quercus palustris,leaf,all,6,kirchoff/em2571,Quercus palustris,leaf,validation,True,True,False,0.9191999435424805
dinov3,kirchoff/em2354,Quercus palustris,leaf,all,7,kirchoff/em2070,Quercus palustris,leaf,train,True,True,False,0.9191657304763794
dinov3,kirchoff/em2354,Quercus palustris,leaf,all,8,kirchoff/em2599,Quercus palustris,leaf,train,True,True,False,0.9180949926376343
dinov3,kirchoff/em2354,Quercus palustris,leaf,all,9,kirchoff/em2010,Quercus palustris,leaf,train,True,True,False,0.9123438596725464
dinov3,kirchoff/em2354,Quercus palustris,leaf,all,10,kirchoff/em2071,Quercus palustris,leaf,train,True,True,False,0.912032425403595
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,1,kirchoff/em2598,Quercus palustris,leaf,train,True,True,False,0.9258224964141846
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,2,kirchoff/em2072,Quercus palustris,leaf,train,True,True,False,0.9244067668914795
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,3,kirchoff/em2330,Quercus palustris,leaf,train,True,True,False,0.9208114147186279
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,4,kirchoff/em2329,Quercus palustris,leaf,train,True,True,False,0.9201797246932983
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,5,kirchoff/em2571,Quercus palustris,leaf,validation,True,True,False,0.9191999435424805
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,6,kirchoff/em2070,Quercus palustris,leaf,train,True,True,False,0.9191657304763794
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,7,kirchoff/em2599,Quercus palustris,leaf,train,True,True,False,0.9180949926376343
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,8,kirchoff/em2010,Quercus palustris,leaf,train,True,True,False,0.9123438596725464
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,9,kirchoff/em2071,Quercus palustris,leaf,train,True,True,False,0.912032425403595
dinov3,kirchoff/em2354,Quercus palustris,leaf,cross_observation,10,kirchoff/em2600,Quercus palustris,leaf,train,True,True,False,0.9112780690193176
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,1,kirchoff/em2354,Quercus palustris,leaf,test,True,True,True,0.9528266191482544
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,2,kirchoff/em2600,Quercus palustris,leaf,train,True,True,False,0.949189305305481
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,3,kirchoff/em2599,Quercus palustris,leaf,train,True,True,False,0.9469977617263794
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,4,kirchoff/em2598,Quercus palustris,leaf,train,True,True,False,0.9456254243850708
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,5,kirchoff/em2329,Quercus palustris,leaf,train,True,True,False,0.9422591328620911
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,6,kirchoff/em2328,Quercus palustris,leaf,train,True,True,False,0.9381923675537109
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,7,kirchoff/em2330,Quercus palustris,leaf,train,True,True,False,0.9378612041473389
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,8,kirchoff/em2072,Quercus palustris,leaf,train,True,True,False,0.9364689588546753
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,9,kirchoff/em2073,Quercus palustris,leaf,train,True,True,False,0.9305213689804077
dinov3,kirchoff/em2355,Quercus palustris,leaf,all,10,kirchoff/em2010,Quercus palustris,leaf,train,True,True,False,0.9270921945571899
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,1,kirchoff/em2600,Quercus palustris,leaf,train,True,True,False,0.949189305305481
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,2,kirchoff/em2599,Quercus palustris,leaf,train,True,True,False,0.9469977617263794
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,3,kirchoff/em2598,Quercus palustris,leaf,train,True,True,False,0.9456254243850708
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,4,kirchoff/em2329,Quercus palustris,leaf,train,True,True,False,0.9422591328620911
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,5,kirchoff/em2328,Quercus palustris,leaf,train,True,True,False,0.9381923675537109
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,6,kirchoff/em2330,Quercus palustris,leaf,train,True,True,False,0.9378612041473389
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,7,kirchoff/em2072,Quercus palustris,leaf,train,True,True,False,0.9364689588546753
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,8,kirchoff/em2073,Quercus palustris,leaf,train,True,True,False,0.9305213689804077
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,9,kirchoff/em2010,Quercus palustris,leaf,train,True,True,False,0.9270921945571899
dinov3,kirchoff/em2355,Quercus palustris,leaf,cross_observation,10,kirchoff/em2618,Quercus palustris,leaf,train,True,True,False,0.9225176572799683
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,1,kirchoff/em2358,Quercus palustris,leaf,test,True,True,True,0.9136884808540344
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,2,kirchoff/em2409,Quercus rubra,leaf,train,False,True,False,0.9042539596557617
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,3,kirchoff/em2424,Quercus rubra,leaf,validation,False,True,False,0.8967229723930359
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,4,kirchoff/em2408,Quercus rubra,leaf,train,False,True,False,0.8889549970626831
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,5,kirchoff/em2576,Quercus palustris,leaf,validation,True,True,False,0.8778672814369202
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,6,kirchoff/em2021,Quercus palustris,leaf,train,True,True,False,0.8692928552627563
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,7,kirchoff/em2334,Quercus palustris,leaf,train,True,True,False,0.8682588338851929
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,8,baskauf/52472,Quercus palustris,leaf,train,True,True,False,0.8661444783210754
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,9,kirchoff/em2076,Quercus palustris,leaf,train,True,True,False,0.8654429912567139
dinov3,kirchoff/em2356,Quercus palustris,leaf,all,10,kirchoff/em2603,Quercus palustris,leaf,train,True,True,False,0.864312469959259
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,1,kirchoff/em2409,Quercus rubra,leaf,train,False,True,False,0.9042539596557617
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,2,kirchoff/em2424,Quercus rubra,leaf,validation,False,True,False,0.8967229723930359
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,3,kirchoff/em2408,Quercus rubra,leaf,train,False,True,False,0.8889549970626831
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,4,kirchoff/em2576,Quercus palustris,leaf,validation,True,True,False,0.8778672814369202
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,5,kirchoff/em2021,Quercus palustris,leaf,train,True,True,False,0.8692928552627563
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,6,kirchoff/em2334,Quercus palustris,leaf,train,True,True,False,0.8682588338851929
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,7,baskauf/52472,Quercus palustris,leaf,train,True,True,False,0.8661444783210754
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,8,kirchoff/em2076,Quercus palustris,leaf,train,True,True,False,0.8654429912567139
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,9,kirchoff/em2603,Quercus palustris,leaf,train,True,True,False,0.864312469959259
dinov3,kirchoff/em2356,Quercus palustris,leaf,cross_observation,10,kirchoff/em2335,Quercus palustris,leaf,train,True,True,False,0.8636705279350281
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,1,kirchoff/em2356,Quercus palustris,leaf,test,True,True,True,0.9136884808540344
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,2,kirchoff/em2014,Quercus palustris,leaf,train,True,True,False,0.9055535793304443
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,3,kirchoff/em2335,Quercus palustris,leaf,train,True,True,False,0.8939902782440186
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,4,kirchoff/em2018,Quercus palustris,leaf,train,True,True,False,0.893625795841217
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,5,kirchoff/em2076,Quercus palustris,leaf,train,True,True,False,0.8930961489677429
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,6,kirchoff/em2408,Quercus rubra,leaf,train,False,True,False,0.8920542597770691
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,7,kirchoff/em2603,Quercus palustris,leaf,train,True,True,False,0.8890854120254517
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,8,kirchoff/em2576,Quercus palustris,leaf,validation,True,True,False,0.8889948129653931
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,9,kirchoff/em2070,Quercus palustris,leaf,train,True,True,False,0.8871640563011169
dinov3,kirchoff/em2358,Quercus palustris,leaf,all,10,kirchoff/em2017,Quercus palustris,leaf,train,True,True,False,0.8823965191841125
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,1,kirchoff/em2014,Quercus palustris,leaf,train,True,True,False,0.9055535793304443
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,2,kirchoff/em2335,Quercus palustris,leaf,train,True,True,False,0.8939902782440186
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,3,kirchoff/em2018,Quercus palustris,leaf,train,True,True,False,0.893625795841217
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,4,kirchoff/em2076,Quercus palustris,leaf,train,True,True,False,0.8930961489677429
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,5,kirchoff/em2408,Quercus rubra,leaf,train,False,True,False,0.8920542597770691
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,6,kirchoff/em2603,Quercus palustris,leaf,train,True,True,False,0.8890854120254517
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,7,kirchoff/em2576,Quercus palustris,leaf,validation,True,True,False,0.8889948129653931
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,8,kirchoff/em2070,Quercus palustris,leaf,train,True,True,False,0.8871640563011169
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,9,kirchoff/em2017,Quercus palustris,leaf,train,True,True,False,0.8823965191841125
dinov3,kirchoff/em2358,Quercus palustris,leaf,cross_observation,10,kirchoff/em2409,Quercus rubra,leaf,train,False,True,False,0.8758073449134827
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,1,baskauf/10493,Cercis canadensis,whole tree (or vine),train,True,True,False,0.6314764022827148
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,2,baskauf/10491,Cercis canadensis,whole tree (or vine),train,True,True,False,0.6235037446022034
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,3,baskauf/10497,Cercis canadensis,whole tree (or vine),train,True,True,False,0.5860011577606201
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,4,baskauf/10494,Acer rubrum,whole tree (or vine),validation,False,False,False,0.567287802696228
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,5,baskauf/32045,Pyrus calleryana,whole tree (or vine),train,False,False,False,0.4944068193435669
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,6,baskauf/31257,Pyrus calleryana,whole tree (or vine),validation,False,False,False,0.48315486311912537
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,7,baskauf/50749,Acer rubrum,whole tree (or vine),train,False,False,False,0.4442720413208008
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,8,baskauf/89347,Fraxinus americana,whole tree (or vine),train,False,False,False,0.40419018268585205
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,9,baskauf/10338,Platanus occidentalis,whole tree (or vine),train,False,False,False,0.37724632024765015
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,10,baskauf/91057,Fagus grandifolia,whole tree (or vine),train,False,False,False,0.36196470260620117
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,1,baskauf/10493,Cercis canadensis,whole tree (or vine),train,True,True,False,0.6314764022827148
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,2,baskauf/10491,Cercis canadensis,whole tree (or vine),train,True,True,False,0.6235037446022034
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,3,baskauf/10497,Cercis canadensis,whole tree (or vine),train,True,True,False,0.5860011577606201
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,4,baskauf/10494,Acer rubrum,whole tree (or vine),validation,False,False,False,0.567287802696228
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,5,baskauf/32045,Pyrus calleryana,whole tree (or vine),train,False,False,False,0.4944068193435669
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,6,baskauf/31257,Pyrus calleryana,whole tree (or vine),validation,False,False,False,0.48315486311912537
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,7,baskauf/50749,Acer rubrum,whole tree (or vine),train,False,False,False,0.4442720413208008
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,8,baskauf/89347,Fraxinus americana,whole tree (or vine),train,False,False,False,0.40419018268585205
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,9,baskauf/10338,Platanus occidentalis,whole tree (or vine),train,False,False,False,0.37724632024765015
dinov3,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,10,baskauf/91057,Fagus grandifolia,whole tree (or vine),train,False,False,False,0.36196470260620117
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,1,thomas/0049-08-03,Cercis canadensis,inflorescence,test,True,True,True,0.718938410282135
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,2,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.6251171827316284
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,3,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.5377002954483032
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,4,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.5360437035560608
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,5,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.5111479163169861
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,6,thomas/0049-08-05,Cercis canadensis,inflorescence,test,True,True,True,0.475763738155365
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,7,thomas/0049-08-04,Cercis canadensis,inflorescence,test,True,True,True,0.4254687428474426
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,8,baskauf/21999,Robinia pseudoacacia,inflorescence,test,False,False,False,0.3662709593772888
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,9,thomas/0486-01-03,Robinia pseudoacacia,inflorescence,train,False,False,False,0.34312623739242554
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,all,10,baskauf/31412,Amelanchier arborea,inflorescence,train,False,False,False,0.3362714946269989
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,1,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.6251171827316284
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,2,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.5377002954483032
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,3,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.5360437035560608
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,4,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.5111479163169861
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,5,baskauf/21999,Robinia pseudoacacia,inflorescence,test,False,False,False,0.3662709593772888
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,6,thomas/0486-01-03,Robinia pseudoacacia,inflorescence,train,False,False,False,0.34312623739242554
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,7,baskauf/31412,Amelanchier arborea,inflorescence,train,False,False,False,0.3362714946269989
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,8,baskauf/00001,Acer rubrum,inflorescence,train,False,False,False,0.32427990436553955
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,9,baskauf/10493,Cercis canadensis,whole tree (or vine),train,True,True,False,0.32325583696365356
dinov3,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,10,baskauf/19269,Acer rubrum,fruit,train,False,False,False,0.31752249598503113
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,1,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.7561233043670654
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,2,thomas/0049-08-05,Cercis canadensis,inflorescence,test,True,True,True,0.7260409593582153
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,3,thomas/0049-08-02,Cercis canadensis,inflorescence,test,True,True,True,0.718938410282135
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,4,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.6771796941757202
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,5,thomas/0049-08-04,Cercis canadensis,inflorescence,test,True,True,True,0.6765972375869751
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,6,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.5483631491661072
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,7,baskauf/22004,Robinia pseudoacacia,inflorescence,test,False,False,False,0.49426260590553284
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,8,baskauf/21999,Robinia pseudoacacia,inflorescence,test,False,False,False,0.4928053617477417
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,9,baskauf/21611,Robinia pseudoacacia,inflorescence,validation,False,False,False,0.44633716344833374
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,all,10,thomas/0486-01-05,Robinia pseudoacacia,inflorescence,train,False,False,False,0.445706844329834
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,1,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.7561233043670654
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,2,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.6771796941757202
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,3,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.5483631491661072
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,4,baskauf/22004,Robinia pseudoacacia,inflorescence,test,False,False,False,0.49426260590553284
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,5,baskauf/21999,Robinia pseudoacacia,inflorescence,test,False,False,False,0.4928053617477417
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,6,baskauf/21611,Robinia pseudoacacia,inflorescence,validation,False,False,False,0.44633716344833374
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,7,thomas/0486-01-05,Robinia pseudoacacia,inflorescence,train,False,False,False,0.445706844329834
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,8,thomas/0486-01-03,Robinia pseudoacacia,inflorescence,train,False,False,False,0.4403429627418518
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,9,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.4068625569343567
dinov3,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,10,baskauf/22014,Robinia pseudoacacia,inflorescence,test,False,False,False,0.4005446434020996
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,1,thomas/0049-08-05,Cercis canadensis,inflorescence,test,True,True,True,0.7756428122520447
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,2,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.7327487468719482
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,3,thomas/0049-08-03,Cercis canadensis,inflorescence,test,True,True,True,0.6765972375869751
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,4,baskauf/22004,Robinia pseudoacacia,inflorescence,test,False,False,False,0.5013360977172852
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,5,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.4718080163002014
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,6,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.4597872495651245
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,7,thomas/0049-08-02,Cercis canadensis,inflorescence,test,True,True,True,0.4254687428474426
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,8,baskauf/21999,Robinia pseudoacacia,inflorescence,test,False,False,False,0.40752485394477844
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,9,baskauf/22014,Robinia pseudoacacia,inflorescence,test,False,False,False,0.39832571148872375
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,all,10,baskauf/21611,Robinia pseudoacacia,inflorescence,validation,False,False,False,0.3841044306755066
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,1,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.7327487468719482
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,2,baskauf/22004,Robinia pseudoacacia,inflorescence,test,False,False,False,0.5013360977172852
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,3,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.4718080163002014
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,4,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.4597872495651245
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,5,baskauf/21999,Robinia pseudoacacia,inflorescence,test,False,False,False,0.40752485394477844
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,6,baskauf/22014,Robinia pseudoacacia,inflorescence,test,False,False,False,0.39832571148872375
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,7,baskauf/21611,Robinia pseudoacacia,inflorescence,validation,False,False,False,0.3841044306755066
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,8,thomas/0486-01-10,Robinia pseudoacacia,inflorescence,train,False,False,False,0.3823797106742859
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,9,baskauf/18219,Acer rubrum,inflorescence,train,False,False,False,0.3595801591873169
dinov3,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,10,baskauf/31913,Pyrus calleryana,inflorescence,train,False,False,False,0.35442060232162476
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,1,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.7829742431640625
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,2,thomas/0049-08-04,Cercis canadensis,inflorescence,test,True,True,True,0.7756428122520447
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,3,thomas/0049-08-03,Cercis canadensis,inflorescence,test,True,True,True,0.7260409593582153
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,4,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.5854767560958862
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,5,baskauf/22004,Robinia pseudoacacia,inflorescence,test,False,False,False,0.5395088195800781
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,6,thomas/0049-08-02,Cercis canadensis,inflorescence,test,True,True,True,0.475763738155365
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,7,baskauf/21611,Robinia pseudoacacia,inflorescence,validation,False,False,False,0.3965006470680237
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,8,thomas/0486-01-10,Robinia pseudoacacia,inflorescence,train,False,False,False,0.3920060992240906
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,9,thomas/0486-01-03,Robinia pseudoacacia,inflorescence,train,False,False,False,0.38512322306632996
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,all,10,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.3811260163784027
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,1,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.7829742431640625
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,2,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.5854767560958862
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,3,baskauf/22004,Robinia pseudoacacia,inflorescence,test,False,False,False,0.5395088195800781
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,4,baskauf/21611,Robinia pseudoacacia,inflorescence,validation,False,False,False,0.3965006470680237
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,5,thomas/0486-01-10,Robinia pseudoacacia,inflorescence,train,False,False,False,0.3920060992240906
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,6,thomas/0486-01-03,Robinia pseudoacacia,inflorescence,train,False,False,False,0.38512322306632996
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,7,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.3811260163784027
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,8,baskauf/22014,Robinia pseudoacacia,inflorescence,test,False,False,False,0.3784181475639343
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,9,baskauf/10492,Acer rubrum,fruit,train,False,False,False,0.3780417740345001
dinov3,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,10,baskauf/21999,Robinia pseudoacacia,inflorescence,test,False,False,False,0.3740452229976654
dinov3,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,1,thomas/0104-01-04,Cephalanthus occidentalis,leaf,test,True,True,True,0.6335759162902832
dinov3,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,2,baskauf/28670,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.6245335340499878
dinov3,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,3,baskauf/28652,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.6060086488723755
dinov3,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,4,thomas/0440-04-07,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.6007488965988159
dinov3,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,5,baskauf/28649,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.5334663391113281
dinov3,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,6,baskauf/15734,Cephalanthus occidentalis,fruit,train,True,True,False,0.5237367153167725
